asa_NoVuelo,asa_AerolineaICAO,asa_FechaHoraSlot,asa_FechaHoraPosicion2,asa_TipoAvion,asa_Terminal,asa_Posicion,asa_TipoOperacion,slot,posicion2,delay_to_gate,hour_sin,hour_cos,day_sin,day_cos,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24
3918.0,VOI,2026-08-03 21:55:00,2026-03-08 21:44:00,A320,T1,18,D,2026-08-03 21:55:00,2026-03-08 21:44:00,-11,-0.5187732581605214,0.8549118706729466,0.0,1.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0,-12.0,15.0,10.0,-7.0,26.0,12.0,30.0,14.0,4.0,9.0,23.0,30.0
150.0,VOI,2026-08-03 22:00:00,2026-03-08 22:15:00,A320,T1,4,D,2026-08-03 22:00:00,2026-03-08 22:15:00,15,-0.5000000000000004,0.8660254037844384,0.0,1.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0,-12.0,15.0,10.0,-7.0,26.0,12.0,30.0,14.0,4.0,9.0,23.0
731.0,VOI,2026-08-03 22:00:00,2026-03-08 22:08:00,A321,T1,26,A,2026-08-03 22:00:00,2026-03-08 22:08:00,8,-0.5000000000000004,0.8660254037844384,0.0,1.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0,-12.0,15.0,10.0,-7.0,26.0,12.0,30.0,14.0,4.0,9.0
186.0,VOI,2026-08-03 22:00:00,2026-03-08 21:51:00,A321,T1,13,D,2026-08-03 22:00:00,2026-03-08 21:51:00,-9,-0.5000000000000004,0.8660254037844384,0.0,1.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0,-12.0,15.0,10.0,-7.0,26.0,12.0,30.0,14.0,4.0
1143.0,VIV,2026-08-03 22:00:00,2026-03-08 22:12:00,A321,T1,15,A,2026-08-03 22:00:00,2026-03-08 22:12:00,12,-0.5000000000000004,0.8660254037844384,0.0,1.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0,-12.0,15.0,10.0,-7.0,26.0,12.0,30.0,14.0
2647.0,AMX,2026-08-03 22:00:00,2026-03-08 21:55:00,E190,T2,86,A,2026-08-03 22:00:00,2026-03-08 21:55:00,-5,-0.5000000000000004,0.8660254037844384,0.0,1.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0,-12.0,15.0,10.0,-7.0,26.0,12.0,30.0
264.0,AMX,2026-08-03 22:00:00,2026-03-08 22:03:00,B7M8,T2,63,D,2026-08-03 22:00:00,2026-03-08 22:03:00,3,-0.5000000000000004,0.8660254037844384,0.0,1.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0,-12.0,15.0,10.0,-7.0,26.0,12.0
188.0,AMX,2026-08-03 22:00:00,2026-03-08 22:09:00,B7M8,T2,61,D,2026-08-03 22:00:00,2026-03-08 22:09:00,9,-0.5000000000000004,0.8660254037844384,0.0,1.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0,-12.0,15.0,10.0,-7.0,26.0
564.0,AMX,2026-08-03 22:00:00,2026-03-08 22:19:00,B7M8,T2,64,D,2026-08-03 22:00:00,2026-03-08 22:19:00,19,-0.5000000000000004,0.8660254037844384,0.0,1.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0,-12.0,15.0,10.0,-7.0
158.0,AMX,2026-08-03 22:05:00,2026-03-08 22:05:00,E190,T2,80,D,2026-08-03 22:05:00,2026-03-08 22:05:00,0,-0.4809887689193877,0.8767267557075077,0.0,1.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0,-12.0,15.0,10.0
964.0,AMX,2026-08-03 22:05:00,2026-03-08 22:28:00,B39M,T2,78,D,2026-08-03 22:05:00,2026-03-08 22:28:00,23,-0.4809887689193877,0.8767267557075077,0.0,1.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0,-12.0,15.0
188.0,CMP,2026-08-03 22:05:00,2026-03-08 21:57:00,B731,T1,28,A,2026-08-03 22:05:00,2026-03-08 21:57:00,-8,-0.4809887689193877,0.8767267557075077,0.0,1.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0,-12.0
1374.0,VIV,2026-08-03 22:05:00,2026-03-08 23:34:00,A320,T1,5,D,2026-08-03 22:05:00,2026-03-08 23:34:00,89,-0.4809887689193877,0.8767267557075077,0.0,1.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0,-4.0
21.0,AMX,2026-08-03 22:10:00,2026-03-08 22:25:00,B789,T2,55A,D,2026-08-03 22:10:00,2026-03-08 22:25:00,15,-0.4617486132350336,0.8870108331782218,0.0,1.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0,21.0
3.0,AMX,2026-08-03 22:10:00,2026-03-08 22:25:00,B789,T2,52A,D,2026-08-03 22:10:00,2026-03-08 22:25:00,15,-0.4617486132350336,0.8870108331782218,0.0,1.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0,15.0
839.0,AMX,2026-08-03 22:10:00,2026-03-08 22:33:00,E190,T2,82,A,2026-08-03 22:10:00,2026-03-08 22:33:00,23,-0.4617486132350336,0.8870108331782218,0.0,1.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0,5.0
311.0,IBE,2026-08-03 22:10:00,2026-03-08 21:15:00,A350,T1,25,A,2026-08-03 22:10:00,2026-03-08 21:15:00,-55,-0.4617486132350336,0.8870108331782218,0.0,1.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0,34.0
813.0,AMX,2026-08-03 22:15:00,2026-03-08 22:05:00,B738,T2,73,A,2026-08-03 22:15:00,2026-03-08 22:05:00,-10,-0.4422886902190014,0.8968727415326883,0.0,1.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0,2.0
861.0,AMX,2026-08-03 22:15:00,2026-03-08 22:04:00,E190,T2,76,A,2026-08-03 22:15:00,2026-03-08 22:04:00,-11,-0.4422886902190014,0.8968727415326883,0.0,1.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0,-12.0
387.0,AMX,2026-08-03 22:15:00,2026-03-08 22:00:00,B738,T2,81,A,2026-08-03 22:15:00,2026-03-08 22:00:00,-15,-0.4422886902190014,0.8968727415326883,0.0,1.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0,-2.0
2417.0,AAL,2026-08-03 22:20:00,2026-03-08 22:04:00,B738,T1,33,A,2026-08-03 22:20:00,2026-03-08 22:04:00,-16,-0.4226182617407,0.9063077870366496,0.0,1.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0,10.0
110.0,VOI,2026-08-03 22:20:00,2026-03-08 22:20:00,A321,T1,24,D,2026-08-03 22:20:00,2026-03-08 22:20:00,0,-0.4226182617407,0.9063077870366496,0.0,1.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0,7.0
120.0,AMX,2026-08-03 22:25:00,2026-03-08 22:24:00,B738,T2,67,A,2026-08-03 22:25:00,2026-03-08 22:24:00,-1,-0.4027466898587366,0.9153114791194474,0.0,1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0,14.0
109.0,AMX,2026-08-03 22:30:00,2026-03-08 22:33:00,E190,T2,75,A,2026-08-03 22:30:00,2026-03-08 22:33:00,3,-0.3826834323650895,0.9238795325112868,0.0,1.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0,54.0
187.0,AMX,2026-08-03 22:30:00,2026-03-08 22:24:00,B39M,T2,65,A,2026-08-03 22:30:00,2026-03-08 22:24:00,-6,-0.3826834323650895,0.9238795325112868,0.0,1.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0,-11.0
561.0,AMX,2026-08-03 22:30:00,2026-03-08 23:10:00,B39M,T2,68,A,2026-08-03 22:30:00,2026-03-08 23:10:00,40,-0.3826834323650895,0.9238795325112868,0.0,1.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0,15.0
801.0,VOI,2026-08-03 22:30:00,2026-03-08 22:41:00,A320,T1,39,A,2026-08-03 22:30:00,2026-03-08 22:41:00,11,-0.3826834323650895,0.9238795325112868,0.0,1.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0,8.0
471.0,AMX,2026-08-03 22:35:00,2026-03-08 22:26:00,B7M8,T2,60,A,2026-08-03 22:35:00,2026-03-08 22:26:00,-9,-0.3624380382837018,0.9320078692827984,0.0,1.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0,-9.0
959.0,AMX,2026-08-03 22:35:00,2026-03-08 22:30:00,B39M,T2,63,A,2026-08-03 22:35:00,2026-03-08 22:30:00,-5,-0.3624380382837018,0.9320078692827984,0.0,1.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0,12.0
1069.0,VIV,2026-08-03 22:40:00,2026-03-08 23:07:00,A320,T1,9,A,2026-08-03 22:40:00,2026-03-08 23:07:00,27,-0.3420201433256686,0.9396926207859084,0.0,1.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0,-5.0
245.0,VOI,2026-08-03 22:45:00,2026-03-08 23:03:00,A320,T1,18,A,2026-08-03 22:45:00,2026-03-08 23:03:00,18,-0.3214394653031618,0.9469301294951056,0.0,1.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0,3.0
391.0,VOI,2026-08-03 22:45:00,2026-03-08 22:29:00,A320,T1,2,A,2026-08-03 22:45:00,2026-03-08 22:29:00,-16,-0.3214394653031618,0.9469301294951056,0.0,1.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0,9.0
1540.0,AMX,2026-08-03 22:45:00,2026-03-08 22:59:00,E190,T2,74,D,2026-08-03 22:45:00,2026-03-08 22:59:00,14,-0.3214394653031618,0.9469301294951056,0.0,1.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0,19.0
7.0,AMX,2026-08-03 22:45:00,2026-03-08 23:01:00,B788,T2,68,D,2026-08-03 22:45:00,2026-03-08 23:01:00,16,-0.3214394653031618,0.9469301294951056,0.0,1.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0,0.0
367.0,AMX,2026-08-03 22:50:00,2026-03-08 22:33:00,B39M,T2,84,A,2026-08-03 22:50:00,2026-03-08 22:33:00,-17,-0.3007057995042738,0.9537169507482268,0.0,1.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0,23.0
1144.0,VIV,2026-08-03 22:50:00,2026-03-08 23:12:00,A321,T1,15,D,2026-08-03 22:50:00,2026-03-08 23:12:00,22,-0.3007057995042738,0.9537169507482268,0.0,1.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0,-8.0
167.0,AMX,2026-08-03 22:50:00,2026-03-08 22:49:00,E190,T2,89,A,2026-08-03 22:50:00,2026-03-08 22:49:00,-1,-0.3007057995042738,0.9537169507482268,0.0,1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0,89.0
2133.0,AMX,2026-08-03 22:50:00,2026-03-08 22:42:00,E190,T2,80,A,2026-08-03 22:50:00,2026-03-08 22:42:00,-8,-0.3007057995042738,0.9537169507482268,0.0,1.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0,15.0
186.0,AVA,2026-08-03 22:55:00,2026-03-08 22:45:00,A320,T1,31,A,2026-08-03 22:55:00,2026-03-08 22:45:00,-10,-0.2798290140309924,0.9600498543859286,0.0,1.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0,15.0
2466.0,AMX,2026-08-03 22:55:00,2026-03-08 23:01:00,E190,T2,76,D,2026-08-03 22:55:00,2026-03-08 23:01:00,6,-0.2798290140309924,0.9600498543859286,0.0,1.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0,23.0
149.0,AMX,2026-08-03 22:55:00,2026-03-08 22:39:00,B738,T2,69,A,2026-08-03 22:55:00,2026-03-08 22:39:00,-16,-0.2798290140309924,0.9600498543859286,0.0,1.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0,-55.0
263.0,AMX,2026-08-03 23:00:00,2026-03-08 22:47:00,B738,T2,64,A,2026-08-03 23:00:00,2026-03-08 22:47:00,-13,-0.2588190451025215,0.965925826289068,0.0,1.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0,-10.0
996.0,ACA,2026-08-03 23:05:00,2026-03-09 00:12:00,B7M8,T1,24,A,2026-08-03 23:05:00,2026-03-09 00:12:00,67,-0.2376858923261743,0.9713420698132612,0.0,1.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0,-11.0
841.0,AMX,2026-08-03 23:05:00,2026-03-08 22:45:00,B738,T2,78,A,2026-08-03 23:05:00,2026-03-08 22:45:00,-20,-0.2376858923261743,0.9713420698132612,0.0,1.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0,-15.0
1941.0,AAL,2026-08-03 23:10:00,2026-03-08 22:58:00,B7M8,T1,27,A,2026-08-03 23:10:00,2026-03-08 22:58:00,-12,-0.2164396139381028,0.9762960071199334,0.0,1.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0,-16.0
375.0,AMX,2026-08-03 23:10:00,2026-03-08 22:52:00,E190,T2,87,A,2026-08-03 23:10:00,2026-03-08 22:52:00,-18,-0.2164396139381028,0.9762960071199334,0.0,1.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0,0.0
23.0,AVA,2026-08-03 23:10:00,2026-03-08 23:09:00,A320,T1,36,D,2026-08-03 23:10:00,2026-03-08 23:09:00,-1,-0.2164396139381028,0.9762960071199334,0.0,1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0,-1.0
429.0,UAL,2026-08-03 23:10:00,2026-03-08 23:55:00,A320,T1,32,A,2026-08-03 23:10:00,2026-03-08 23:55:00,45,-0.2164396139381028,0.9762960071199334,0.0,1.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0
963.0,AMX,2026-08-03 23:15:00,2026-03-09 00:07:00,B738,T2,67,A,2026-08-03 23:15:00,2026-03-09 00:07:00,52,-0.1950903220161287,0.9807852804032304,0.0,1.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0
715.0,AMX,2026-08-03 23:15:00,2026-03-08 23:16:00,B738,T2,76,A,2026-08-03 23:15:00,2026-03-08 23:16:00,1,-0.1950903220161287,0.9807852804032304,0.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0
1025.0,VIV,2026-08-03 23:30:00,2026-03-08 23:41:00,A321,T1,17,A,2026-08-03 23:30:00,2026-03-08 23:41:00,11,-0.1305261922200516,0.9914448613738104,0.0,1.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0
1070.0,VIV,2026-08-03 23:30:00,2026-03-08 23:53:00,A320,T1,9,D,2026-08-03 23:30:00,2026-03-08 23:53:00,23,-0.1305261922200516,0.9914448613738104,0.0,1.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0
147.0,VOI,2026-08-03 23:35:00,2026-03-08 23:11:00,A321,T1,13,A,2026-08-03 23:35:00,2026-03-08 23:11:00,-24,-0.1088668748519651,0.9940563382223196,0.0,1.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0
1109.0,VIV,2026-08-03 23:40:00,2026-03-08 23:27:00,A321,T1,8,A,2026-08-03 23:40:00,2026-03-08 23:27:00,-13,-0.0871557427476574,0.9961946980917455,0.0,1.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0
105.0,VOI,2026-08-03 23:40:00,2026-03-08 23:28:00,A321,T1,S4,A,2026-08-03 23:40:00,2026-03-08 23:28:00,-12,-0.0871557427476574,0.9961946980917455,0.0,1.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0
5616.0,VOI,2026-08-03 23:45:00,2026-03-08 23:26:00,A320,T1,4,A,2026-08-03 23:45:00,2026-03-08 23:26:00,-19,-0.0654031292301428,0.9978589232386036,0.0,1.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0
381.0,VOI,2026-08-03 23:45:00,2026-03-09 01:00:00,A321,T1,16,A,2026-08-03 23:45:00,2026-03-09 01:00:00,75,-0.0654031292301428,0.9978589232386036,0.0,1.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0
2820.0,FLE,2026-08-03 23:45:00,2026-03-08 23:42:00,B7M8,T1,26,A,2026-08-03 23:45:00,2026-03-08 23:42:00,-3,-0.0654031292301428,0.9978589232386036,0.0,1.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0
1189.0,VIV,2026-08-03 23:45:00,2026-03-08 23:25:00,A320,T1,10,A,2026-08-03 23:45:00,2026-03-08 23:25:00,-20,-0.0654031292301428,0.9978589232386036,0.0,1.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0
993.0,ACA,2026-08-03 23:50:00,2026-03-09 00:52:00,B7M8,T1,41,A,2026-08-03 23:50:00,2026-03-09 00:52:00,62,-0.0436193873653361,0.9990482215818578,0.0,1.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0
189.0,AMX,2026-08-03 23:55:00,2026-03-09 00:02:00,B738,T2,78,A,2026-08-03 23:55:00,2026-03-09 00:02:00,7,-0.0218148850345609,0.9997620270799092,0.0,1.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0
643.0,AMX,2026-08-03 23:55:00,2026-03-08 23:54:00,B738,T2,61,A,2026-08-03 23:55:00,2026-03-08 23:54:00,-1,-0.0218148850345609,0.9997620270799092,0.0,1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0
1255.0,VIV,2026-08-03 23:55:00,2026-03-09 00:30:00,A321,T1,5,A,2026-08-03 23:55:00,2026-03-09 00:30:00,35,-0.0218148850345609,0.9997620270799092,0.0,1.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0
995.0,ACA,2026-09-01 00:00:00,2026-01-08 23:50:00,B7M8,T1,33,A,2026-09-01 00:00:00,2026-01-08 23:50:00,-10,0.0,1.0,0.7818314824680298,0.6234898018587336,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0
996.0,ACA,2026-09-01 00:05:00,2026-01-08 23:51:00,B7M8,T1,28,A,2026-09-01 00:05:00,2026-01-08 23:51:00,-14,0.0218148850345611,0.9997620270799092,0.7818314824680298,0.6234898018587336,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0
8031.0,CSN,2026-09-01 00:05:00,2026-01-08 23:45:00,A350,T1,25,A,2026-09-01 00:05:00,2026-01-08 23:45:00,-20,0.0218148850345611,0.9997620270799092,0.7818314824680298,0.6234898018587336,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0
